timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778169758888,1034,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-27,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,411,100,100,http://localhost/orders,1034,0,1
1778169758980,973,08 - View Cart,200,OK,Realistic User Journey 1-88,text,true,,23292,366,100,100,http://localhost/basket.html,474,0,0
1778169758948,1033,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-59,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",374,411,100,100,http://localhost/orders,1033,0,1
1778169759078,985,08 - View Cart,200,OK,Realistic User Journey 1-98,text,true,,23292,358,100,100,http://localhost/basket.html,511,0,0
1778169759346,989,08 - View Cart,200,OK,Realistic User Journey 1-81,text,true,,23292,362,100,100,http://localhost/basket.html,506,0,0
1778169760035,1037,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-41,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,407,100,100,http://localhost/orders,1037,0,1
1778169760859,510,01 - Homepage,200,OK,Realistic User Journey 1-20,text,true,,8959,351,100,100,http://localhost/,510,0,0
1778169761208,525,01 - Homepage,200,OK,Realistic User Journey 1-6,text,true,,8959,351,100,100,http://localhost/,525,0,0
1778169760732,1083,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-55,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,407,100,100,http://localhost/orders,1083,0,1
1778169760832,1068,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-30,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",374,407,100,100,http://localhost/orders,1068,0,2
1778169761226,964,08 - View Cart,200,OK,Realistic User Journey 1-79,text,true,,23292,360,100,100,http://localhost/basket.html,505,0,0
1778169761256,1009,08 - View Cart,200,OK,Realistic User Journey 1-95,text,true,,23292,360,100,100,http://localhost/basket.html,519,0,0
1778169761733,537,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-54,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,409,100,100,http://localhost/orders,537,0,0
1778169761325,1031,08 - View Cart,200,OK,Realistic User Journey 1-82,text,true,,23292,360,100,100,http://localhost/basket.html,523,0,0
1778169761714,1012,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-42,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,409,100,100,http://localhost/orders,1012,0,2
1778169762357,475,01 - Homepage,200,OK,Realistic User Journey 1-10,text,true,,8959,349,100,100,http://localhost/,475,0,0
1778169762299,1034,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-46,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,407,100,100,http://localhost/orders,1034,0,2
1778169762325,1063,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-38,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,409,100,100,http://localhost/orders,1063,0,1
1778169762716,1056,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-43,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,409,100,100,http://localhost/orders,1056,0,0
1778169762899,1024,08 - View Cart,200,OK,Realistic User Journey 1-85,text,true,,23292,358,100,100,http://localhost/basket.html,525,0,0
1778169764101,502,01 - Homepage,200,OK,Realistic User Journey 1-13,text,true,,8959,349,100,100,http://localhost/,502,0,0
1778169764999,460,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-78,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,413,100,100,http://localhost/orders,460,0,0
1778169764873,967,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-32,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,411,100,100,http://localhost/orders,967,0,2
1778169765623,508,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-64,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",374,409,100,100,http://localhost/orders,508,0,0
1778169765178,1008,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-68,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,407,100,100,http://localhost/orders,1008,0,0
1778169766520,1013,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-60,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,407,100,100,http://localhost/orders,1013,0,0
1778169767105,529,01 - Homepage,200,OK,Realistic User Journey 1-4,text,true,,8959,347,100,100,http://localhost/,528,0,0
1778169766695,1053,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-35,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",380,411,100,100,http://localhost/orders,1053,0,1
1778169767206,978,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-58,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,411,100,100,http://localhost/orders,978,0,1
1778169767372,990,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-76,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,413,100,100,http://localhost/orders,990,0,0
1778169767431,1028,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-45,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,413,100,100,http://localhost/orders,1028,0,1
1778169768692,514,01 - Homepage,200,OK,Realistic User Journey 1-26,text,true,,8959,349,100,100,http://localhost/,514,0,0
1778169769561,481,01 - Homepage,200,OK,Realistic User Journey 1-19,text,true,,8959,355,100,100,http://localhost/,481,0,0
1778169769925,490,01 - Homepage,200,OK,Realistic User Journey 1-18,text,true,,8959,351,100,100,http://localhost/,490,0,0
1778169769672,1020,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-69,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,409,100,100,http://localhost/orders,1020,0,1
1778169769717,1035,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-72,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,409,100,100,http://localhost/orders,1035,0,1
1778169770673,533,01 - Homepage,200,OK,Realistic User Journey 1-9,text,true,,8959,349,100,100,http://localhost/,533,0,0
1778169771707,518,01 - Homepage,200,OK,Realistic User Journey 1-28,text,true,,8959,349,100,100,http://localhost/,518,0,0
1778169772061,508,01 - Homepage,200,OK,Realistic User Journey 1-12,text,true,,8959,351,100,100,http://localhost/,508,0,0
1778169772079,999,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-57,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,409,100,100,http://localhost/orders,999,0,1
1778169772229,994,08 - View Cart,200,OK,Realistic User Journey 1-100,text,true,,23292,364,100,100,http://localhost/basket.html,495,0,0
1778169776457,965,08 - View Cart,200,OK,Realistic User Journey 1-99,text,true,,23292,358,100,100,http://localhost/basket.html,486,0,0
1778169778254,495,01 - Homepage,200,OK,Realistic User Journey 1-31,text,true,,8959,349,100,100,http://localhost/,495,0,0
1778169778594,468,01 - Homepage,200,OK,Realistic User Journey 1-15,text,true,,8959,351,100,100,http://localhost/,468,0,0
1778169778166,1014,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-52,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",376,413,100,100,http://localhost/orders,1014,0,1
1778169778737,513,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-75,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",374,409,100,100,http://localhost/orders,513,0,0
1778169778202,1051,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-93,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,407,100,100,http://localhost/orders,1051,0,1
1778169778406,993,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-92,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,415,100,100,http://localhost/orders,993,0,0
1778169778470,1062,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-40,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,411,100,100,http://localhost/orders,1062,0,2
1778169779404,477,01 - Homepage,200,OK,Realistic User Journey 1-24,text,true,,8959,347,100,100,http://localhost/,477,0,0
1778169779417,532,01 - Homepage,200,OK,Realistic User Journey 1-16,text,true,,8959,353,100,100,http://localhost/,532,0,0
1778169779867,492,01 - Homepage,200,OK,Realistic User Journey 1-7,text,true,,8959,351,100,100,http://localhost/,492,0,0
1778169779338,1075,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-71,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,407,100,100,http://localhost/orders,1075,0,0
1778169780266,515,01 - Homepage,200,OK,Realistic User Journey 1-8,text,true,,8959,353,100,100,http://localhost/,515,0,0
1778169780661,505,01 - Homepage,200,OK,Realistic User Journey 1-17,text,true,,8959,351,100,100,http://localhost/,505,0,0
1778169781071,506,01 - Homepage,200,OK,Realistic User Journey 1-3,text,true,,8959,351,100,100,http://localhost/,506,0,0
1778169780989,1018,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-67,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",376,411,100,100,http://localhost/orders,1018,0,1
1778169781032,1025,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-90,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,413,100,100,http://localhost/orders,1025,0,2
1778169781505,1041,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-74,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",376,415,100,100,http://localhost/orders,1041,0,1
1778169781611,995,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-63,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,409,100,100,http://localhost/orders,995,0,1
1778169782282,513,01 - Homepage,200,OK,Realistic User Journey 1-5,text,true,,8959,351,100,100,http://localhost/,513,0,0
1778169782781,505,01 - Homepage,200,OK,Realistic User Journey 1-2,text,true,,8959,357,100,100,http://localhost/,505,0,0
1778169783018,516,01 - Homepage,200,OK,Realistic User Journey 1-34,text,true,,8959,351,100,100,http://localhost/,516,0,0
1778169782611,1036,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-83,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",376,413,100,100,http://localhost/orders,1036,0,2
1778169783249,490,01 - Homepage,200,OK,Realistic User Journey 1-14,text,true,,8959,349,100,100,http://localhost/,489,0,0
1778169783360,534,01 - Homepage,200,OK,Realistic User Journey 1-33,text,true,,8959,347,100,100,http://localhost/,534,0,0
1778169783813,495,01 - Homepage,200,OK,Realistic User Journey 1-1,text,true,,8959,351,100,100,http://localhost/,495,0,0
1778169783848,482,01 - Homepage,200,OK,Realistic User Journey 1-47,text,true,,8959,349,100,100,http://localhost/,482,0,0
1778169783526,1064,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-94,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",374,407,100,100,http://localhost/orders,1064,0,0
1778169784502,494,01 - Homepage,200,OK,Realistic User Journey 1-29,text,true,,8959,349,100,100,http://localhost/,494,0,0
1778169784292,1027,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-80,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,411,100,100,http://localhost/orders,1027,0,2
1778169785769,1018,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-66,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",372,411,100,100,http://localhost/orders,1018,0,1
1778169786743,511,01 - Homepage,200,OK,Realistic User Journey 1-23,text,true,,8959,357,100,100,http://localhost/,511,0,0
1778169786679,1009,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-65,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",370,407,100,100,http://localhost/orders,1009,0,1
1778169786803,1012,09 - Checkout / Place Order,500,Internal Server Error,Realistic User Journey 1-86,text,false,"Test failed: code expected something using /

****** received  : [[[500]]]

****** comparison: [[[201]]]

/	Test failed: code expected something using /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/	",374,409,100,100,http://localhost/orders,1012,0,1
